module	scene	outcome	exception
_2022/borwein/main.py	WriteOutIntegralsWithPi	portal_exception	TypeError
_2022/borwein/main.py	WriteTwoCosPattern	ok	
_2022/borwein/supplements.py	AreaToSignedArea	ok	
_2022/borwein/supplements.py	AstuteAmongYou	missing_asset	OSError
_2022/borwein/supplements.py	BillionBillionBillion	ok	
_2022/borwein/supplements.py	ConceptAndNotationFrames	ok	
_2022/borwein/supplements.py	EngineersSinc	ok	
_2022/borwein/supplements.py	ExpressAnger	missing_asset	OSError
_2022/borwein/supplements.py	FirstInASequence	missing_asset	OSError
_2022/borwein/supplements.py	HeavyMachinery	missing_asset	OSError
_2022/borwein/supplements.py	HoldOffUntilEnd	missing_asset	OSError
_2022/borwein/supplements.py	HowDoYouCompute	missing_asset	OSError
_2022/borwein/supplements.py	LooksCanBeDeceiving	missing_asset	OSError
_2022/borwein/supplements.py	MovingAverageFrames	ok	
_2022/borwein/supplements.py	SeemsUnrelated	missing_asset	OSError
_2022/borwein/supplements.py	SubPiComment	missing_asset	OSError
_2022/borwein/supplements.py	ThinkAboutMovingAverages	missing_asset	OSError
_2022/borwein/supplements.py	ThisConstant	ok	
_2022/borwein/supplements.py	TranslateToFourierLand	ok	
_2022/borwein/supplements.py	TranslatedByFourier	ok	
_2022/borwein/supplements.py	UniverseIsMessingWithYou	missing_asset	OSError
_2022/borwein/supplements.py	UnsatisfyingEnd	missing_asset	OSError
_2022/borwein/supplements.py	WhatsGoingOn	missing_asset	OSError
_2022/borwein/supplements.py	WhatsThat	missing_asset	OSError
_2022/borwein/supplements.py	WhatsThePoint	missing_asset	OSError
_2022/convolutions/discrete.py	AlgorithmOutline	ok	
_2022/convolutions/discrete.py	AltMovingAverage	ok	
_2022/convolutions/discrete.py	AltMovingAverageFast	ok	
_2022/convolutions/discrete.py	BigPolynomials	ok	
_2022/convolutions/discrete.py	BoxBlurCat	missing_asset	OSError
_2022/convolutions/discrete.py	BoxBlurMario	missing_asset	OSError
_2022/convolutions/discrete.py	CompareSizes	ok	
_2022/convolutions/discrete.py	ContrastConvolutionToMultiplication	ok	
_2022/convolutions/discrete.py	DataPointsToPolynomial	ok	
_2022/convolutions/discrete.py	DiceExample	scene_code_error	TypeError
_2022/convolutions/discrete.py	FourierCoefficients	scene_code_error	TypeError
_2022/convolutions/discrete.py	FunctionToCoefficientCommutativeDiagram	ok	
_2022/convolutions/discrete.py	GaussianBluMario	missing_asset	OSError
_2022/convolutions/discrete.py	GaussianBlurCat	missing_asset	OSError
_2022/convolutions/discrete.py	GaussianBlurCatNoPause	missing_asset	OSError
_2022/convolutions/discrete.py	ImageConvolution	missing_asset	OSError
_2022/convolutions/discrete.py	MovingAverageExample	ok	
_2022/convolutions/discrete.py	MovingAverageFast	ok	
_2022/convolutions/discrete.py	MovingAverageFast2	ok	
_2022/convolutions/discrete.py	PolynomialSystem	timeout	
_2022/convolutions/discrete.py	RootsOfUnity	portal_exception	RuntimeError
_2022/convolutions/discrete.py	SharpenFilter	missing_asset	OSError
_2022/convolutions/discrete.py	SimpleExample	ok	
_2022/convolutions/discrete.py	SobelFilter1	missing_asset	OSError
_2022/convolutions/discrete.py	SobelFilter2	missing_asset	OSError
_2022/convolutions/discrete.py	SobelFilterCat	missing_asset	OSError
_2022/convolutions/discrete.py	SobelFilterKirby	missing_asset	OSError
_2022/convolutions/discrete.py	WaysToCombine	ok	
_2022/convolutions/supplements.py	AskForExample	missing_asset	OSError
_2022/convolutions/supplements.py	Boring	missing_asset	OSError
_2022/convolutions/supplements.py	DumbIdea	missing_asset	OSError
_2022/convolutions/supplements.py	EnthusiasticAboutRunTime	missing_asset	OSError
_2022/convolutions/supplements.py	FunToVisualize	missing_asset	OSError
_2022/convolutions/supplements.py	HoldUpImageProcessing	missing_asset	OSError
_2022/convolutions/supplements.py	HoldUpLists	missing_asset	OSError
_2022/convolutions/supplements.py	ILearnedSomething	missing_asset	OSError
_2022/convolutions/supplements.py	Intimidation	missing_asset	OSError
_2022/convolutions/supplements.py	MakeAPrediction	missing_asset	OSError
_2022/convolutions/supplements.py	MentionLinearSystem	missing_asset	OSError
_2022/convolutions/supplements.py	MentionONSquared	missing_asset	OSError
_2022/convolutions/supplements.py	NormalFunctionPreview	ok	
_2022/convolutions/supplements.py	OtherVisualizations	missing_asset	OSError
_2022/convolutions/supplements.py	SharedInsights	ok	
_2022/convolutions/supplements.py	SideBySideForContinuousConv	ok	
_2022/convolutions/supplements.py	ThereIsAnother	missing_asset	OSError
_2022/convolutions/supplements.py	ThinkDifferently	missing_asset	OSError
_2022/convolutions/supplements.py	ThisIsTheCoolPart	missing_asset	OSError
_2022/convolutions/supplements.py	UhWhy	missing_asset	OSError
_2022/galois/art_supplements.py	AmbientPermutations	ok	
_2022/galois/art_supplements.py	CauchyFourierPoisson	missing_asset	OSError
_2022/galois/art_supplements.py	InfamousCoquette	ok	
_2022/galois/art_supplements.py	LastWordsQuote	capability_refusal	ValueError
_2022/galois/art_supplements.py	NightBeforeQuote	ok	
_2022/galois/art_supplements.py	NightSkyOutpaintingTransition	missing_asset	OSError
_2022/galois/art_supplements.py	OutpaintTransition	missing_asset	OSError
_2022/galois/art_supplements.py	TimelineTransition	ok	
_2022/galois/art_supplements.py	WriteName	ok	
_2022/galois/groups.py	FlowerSymmetries	missing_asset	OSError
_2022/infinity/roar_to_picture.py	CombineWavesToImage_SlowFPS	missing_dependency	
_2022/piano/fourier_animations.py	ContrastPureToneToPianoKey	missing_dependency	
_2022/piano/fourier_animations.py	DecomposeAudioSegment	missing_dependency	
_2022/piano/fourier_animations.py	SampleRateOverlay	missing_dependency	
_2022/piano/fourier_animations.py	SignalsAsVectors	missing_dependency	
_2022/piano/fourier_animations.py	SumOfWaves	missing_dependency	
_2022/piano/fourier_animations.py	ThreeDChangeOfBasisExample	missing_dependency	
_2022/piano/fourier_animations.py	WaveformDescription	missing_dependency	
_2022/piano/midi_animations.py	AnimatedMidi	missing_dependency	
_2022/piano/midi_animations.py	AnimatedMidiTrapped5m	missing_dependency	
_2022/piano/midi_animations.py	HelpLongOnlineConverter	missing_dependency	
_2022/piano/midi_animations.py	STFTAlgorithmOnTrapped	missing_dependency	
_2022/puzzles/subsets.py	AltThumbnail	scene_code_error	TypeError
_2022/puzzles/subsets.py	AnswerGuess	missing_asset	OSError
_2022/puzzles/subsets.py	AskAboutComplex	missing_asset	OSError
_2022/puzzles/subsets.py	AskAboutGuess	ok	
_2022/puzzles/subsets.py	AskAboutOrganization	ok	
_2022/puzzles/subsets.py	AskAboutTaylorSeries	missing_asset	OSError
_2022/puzzles/subsets.py	AskIfItMakesSense	missing_asset	OSError
_2022/puzzles/subsets.py	BeyondOurExample	missing_asset	OSError
_2022/puzzles/subsets.py	BookQuestionHighlight	missing_asset	OSError
_2022/puzzles/subsets.py	CanYouComputeThis	ok	
_2022/puzzles/subsets.py	CoefPoly	ok	
_2022/puzzles/subsets.py	ConfusedPi	missing_asset	OSError
_2022/puzzles/subsets.py	ConjugatePairFact	ok	
_2022/puzzles/subsets.py	DirichletSeries	scene_code_error	ValueError
_2022/puzzles/subsets.py	EqualsZeta3	ok	
_2022/puzzles/subsets.py	EvaluateF1	ok	
_2022/puzzles/subsets.py	EvaluationTricks	scene_code_error	AttributeError
_2022/puzzles/subsets.py	ExampleWith5	portal_exception	RuntimeError
_2022/puzzles/subsets.py	FactorLargeInteger	ok	
_2022/puzzles/subsets.py	FifthRootsOfOneOverlay	ok	
_2022/puzzles/subsets.py	FifthRootsOfUnity	scene_code_error	StaleHandleError
_2022/puzzles/subsets.py	FinalAnswerTitle	ok	
_2022/puzzles/subsets.py	FirstTrick	missing_asset	OSError
_2022/puzzles/subsets.py	FocusOnPropertiesNotValues	missing_asset	OSError
_2022/puzzles/subsets.py	GeneratingFunctionForPrimes	ok	
_2022/puzzles/subsets.py	GeneratingFunctions	capability_refusal	NotImplementedError
_2022/puzzles/subsets.py	GeneratingfunctionologyTitle	ok	
_2022/puzzles/subsets.py	GoThroughAllSubsets	ok	
_2022/puzzles/subsets.py	GoThroughAllSubsetsFast	ok	
_2022/puzzles/subsets.py	HalfTheTotal	ok	
_2022/puzzles/subsets.py	HangInThereRecapPrep	missing_asset	OSError
_2022/puzzles/subsets.py	HighlightAnswerParts	ok	
_2022/puzzles/subsets.py	HowManyIntotal	missing_asset	OSError
_2022/puzzles/subsets.py	IMOLogo	missing_asset	OSError
_2022/puzzles/subsets.py	IsItHelpful	missing_asset	OSError
_2022/puzzles/subsets.py	IsThereAGeometry	missing_asset	OSError
_2022/puzzles/subsets.py	JustifyLinearity	missing_asset	OSError
_2022/puzzles/subsets.py	MoriaEntrance	missing_asset	OSError
_2022/puzzles/subsets.py	MotivateRootsOfUnity	missing_asset	OSError
_2022/puzzles/subsets.py	NoteToPatrons	missing_asset	OSError
_2022/puzzles/subsets.py	ObviouslyOne	missing_asset	OSError
_2022/puzzles/subsets.py	PolynomialConstruction	ok	
_2022/puzzles/subsets.py	PracticeQuestions	scene_code_error	AttributeError
_2022/puzzles/subsets.py	PreviewFraming	missing_asset	OSError
_2022/puzzles/subsets.py	ProblemStatement	missing_asset	OSError
_2022/puzzles/subsets.py	QuestionMorph	ok	
_2022/puzzles/subsets.py	QuestionPolynomial	missing_asset	OSError
_2022/puzzles/subsets.py	Recap	ok	
_2022/puzzles/subsets.py	ReferenceFilter	ok	
_2022/puzzles/subsets.py	ReferenceZetaPromise	missing_asset	OSError
_2022/puzzles/subsets.py	ReflectOnGeneratingFunctions	ok	
_2022/puzzles/subsets.py	ReflectOnNumericalAnswer	ok	
_2022/puzzles/subsets.py	RepeatingPowersOfUnity	portal_exception	TypeError
_2022/puzzles/subsets.py	RiemannHypothesisMention	missing_asset	OSError
_2022/puzzles/subsets.py	RootOfUnityRearranging	ok	
_2022/puzzles/subsets.py	RotationAnnotation	missing_asset	OSError
_2022/puzzles/subsets.py	RotationalSum	portal_exception	TypeError
_2022/puzzles/subsets.py	Roughly2	ok	
_2022/puzzles/subsets.py	ShowHypercubeConstruction	timeout	
_2022/puzzles/subsets.py	SimpleQuestionTitle	ok	
_2022/puzzles/subsets.py	SimpleRect	ok	
_2022/puzzles/subsets.py	SpecifyEmptySet	missing_asset	OSError
_2022/puzzles/subsets.py	SquaringZeta	ok	
_2022/puzzles/subsets.py	StrangeTurnsFraming	ok	
_2022/puzzles/subsets.py	StudentSaysWhat	missing_asset	OSError
_2022/puzzles/subsets.py	TantalizinglyClose	missing_asset	OSError
_2022/puzzles/subsets.py	Thumbnail	scene_code_error	TypeError
_2022/puzzles/subsets.py	ToTheComplexPlane	ok	
_2022/puzzles/subsets.py	TopicRolidex	ok	
_2022/puzzles/subsets.py	ToyVsRH	ok	
_2022/puzzles/subsets.py	TwoThousandBinaryChoices	ok	
_2022/puzzles/subsets.py	UnreasonableUsefulness	ok	
_2022/puzzles/subsets.py	WaitWhat	missing_asset	OSError
_2022/puzzles/subsets.py	WhoCares	missing_asset	OSError
_2022/puzzles/subsets.py	WideGraph	scene_code_error	AttributeError
_2022/puzzles/subsets.py	WriteDFTMatrix	ok	
_2022/quintic/cubic.py	CubicFormula	scene_code_error	TypeError
_2022/quintic/cubic.py	CubicFormulaTest	scene_code_error	TypeError
_2022/quintic/polynomial_baisics.py	ComplicatedSingleValuedFunction	ok	
_2022/quintic/polynomial_baisics.py	ConstructPolynomialWithGivenRoots	scene_code_error	TypeError
_2022/quintic/polynomial_baisics.py	CubeRootBehavior	scene_code_error	AttributeError
_2022/quintic/polynomial_baisics.py	FactsAboutRootsToCoefficients	capability_refusal	NotImplementedError
_2022/quintic/polynomial_baisics.py	FifthRootBehavior	scene_code_error	AttributeError
_2022/quintic/polynomial_baisics.py	IntroduceUnsolvability	ok	
_2022/quintic/polynomial_baisics.py	SolvabilityChart	scene_code_error	TypeError
_2022/quintic/polynomial_baisics.py	StudySqrt	scene_code_error	AttributeError
_2022/quintic/polynomial_baisics.py	SummarizeRootsToCyclesBehavior	ok	
_2022/quintic/polynomial_baisics.py	TableOfContents	ok	
_2022/quintic/roots_and_coefs.py	AmbientRootSwapping	ok	
_2022/quintic/roots_and_coefs.py	Cubic	ok	
_2022/quintic/roots_and_coefs.py	QuadraticFormula	ok	
_2022/quintic/roots_and_coefs.py	RadicalScene	ok	
_2022/quintic/roots_and_coefs.py	RootCoefScene	ok	
_2022/some2/announcement.py	ComplainAboutGithub	missing_asset	OSError
_2022/some2/announcement.py	EndingAnimation	ok	
_2022/some2/announcement.py	IntersectionAndUnion	scene_code_error	AttributeError
_2022/some2/announcement.py	Thumbnail	missing_asset	OSError
_2022/some2/announcement.py	Triumverate	missing_asset	OSError
_2022/some2/announcement.py	WinnerCategories	ok	
_2022/some2/announcement.py	Winners	missing_asset	OSError
_2022/some2/winners.py	ExampleChannels	missing_dependency	
_2022/some2/winners.py	FeaturedContentFrame	missing_dependency	
_2022/some2/winners.py	FourCategories	missing_dependency	
_2022/some2/winners.py	HistogramOfViews	missing_dependency	
_2022/some2/winners.py	IntroScene	missing_dependency	
_2022/some2/winners.py	MusicSidenote	missing_dependency	
_2022/some2/winners.py	NotAsUnique	missing_dependency	
_2022/some2/winners.py	NoveltySubdivision	missing_dependency	
_2022/some2/winners.py	OneHundredEntries	missing_dependency	
_2022/some2/winners.py	Over10KComparisons	missing_dependency	
_2022/some2/winners.py	Overphilosophizing	missing_dependency	
_2022/some2/winners.py	PeerReview	missing_dependency	
_2022/some2/winners.py	Sponsors	missing_dependency	
_2022/some2/winners.py	ValueInSharedGoals	missing_dependency	
_2022/some2/winners.py	WhoCares	missing_dependency	
_2022/some2/winners.py	Winners	missing_dependency	
_2022/some2/winners.py	YTStatement	missing_dependency	
_2022/visual_proofs/lies.py	ByTheWay	ok	
_2022/visual_proofs/lies.py	CallOutSphereExampleAsWrong	ok	
_2022/visual_proofs/lies.py	CircleExample	ok	
_2022/visual_proofs/lies.py	CircleExample100	ok	
_2022/visual_proofs/lies.py	CircleExample50	ok	
_2022/visual_proofs/lies.py	ContrastSphericalGeometry	missing_asset	OSError
_2022/visual_proofs/lies.py	DefiningTheLengthOfACurve	ok	
_2022/visual_proofs/lies.py	FakeAreaManipulation	scene_code_error	AttributeError
_2022/visual_proofs/lies.py	FalseEuclidFollowup	ok	
_2022/visual_proofs/lies.py	FalseEuclidProofAnnotation	ok	
_2022/visual_proofs/lies.py	FalseVsTrueSurfaceAreaOverlay	ok	
_2022/visual_proofs/lies.py	GiveItAGo	missing_asset	OSError
_2022/visual_proofs/lies.py	IntegralError	scene_code_error	IndexError
_2022/visual_proofs/lies.py	IntegralExample	ok	
_2022/visual_proofs/lies.py	IntegralExampleWithErrorBoxes	ok	
_2022/visual_proofs/lies.py	Intro	missing_asset	OSError
_2022/visual_proofs/lies.py	LastSideBySide	ok	
_2022/visual_proofs/lies.py	ObviouslyWrong	missing_asset	OSError
_2022/visual_proofs/lies.py	PiEqualsFourOverlay	ok	
_2022/visual_proofs/lies.py	PreviewThreeExamples	ok	
_2022/visual_proofs/lies.py	Proof2Slide	scene_code_error	AssertionError
_2022/visual_proofs/lies.py	Proof3Slide	ok	
_2022/visual_proofs/lies.py	PythagoreanProofSketch	ok	
_2022/visual_proofs/lies.py	SideBySide	ok	
_2022/visual_proofs/lies.py	SideSumTruthiness	ok	
_2022/visual_proofs/lies.py	SimpleSphereQuestion	missing_asset	OSError
_2022/visual_proofs/lies.py	SomethingSomethingLimits	missing_asset	OSError
_2022/visual_proofs/lies.py	SpeakingOfLimits	missing_asset	OSError
_2022/visual_proofs/lies.py	SphereExample	missing_asset	OSError
_2022/visual_proofs/lies.py	SphereExample100	missing_asset	OSError
_2022/visual_proofs/lies.py	SphereExample50	missing_asset	OSError
_2022/visual_proofs/lies.py	SphereSectorAnalysis	ok	
_2022/visual_proofs/lies.py	SquareCircleExample	missing_asset	OSError
_2022/visual_proofs/lies.py	TryToFindFault	missing_asset	OSError
_2022/visual_proofs/lies.py	UpshotOfLimitExample	missing_asset	OSError
_2022/visual_proofs/lies.py	WhyWeNeedProofs	missing_asset	OSError
_2022/wordle/footnote.py	Confessions	ok	
_2022/wordle/footnote.py	ForgetTheBestWord	missing_asset	OSError
_2022/wordle/footnote.py	HeresTheThing	missing_asset	OSError
_2022/wordle/footnote.py	HowAreYouFindingTheBest	missing_asset	OSError
_2022/wordle/footnote.py	HowWordleColoringWorks	capability_refusal	ValueError
_2022/wordle/footnote.py	MatrixOfPatterns	capability_refusal	ValueError
_2022/wordle/footnote.py	RankingUpdates	missing_asset	FileNotFoundError
_2022/wordle/footnote.py	SneakAttackInformationTheory	missing_asset	OSError
_2022/wordle/footnote.py	WeCanDoBetter	missing_asset	OSError
_2022/wordle/footnote.py	WhatWasTheBug	missing_asset	OSError
_2022/wordle/footnote.py	WhydYouHaveToRuinIt	missing_asset	OSError
_2022/wordle/footnote.py	WriteTheTitle	ok	
_2022/wordle/scenes.py	AddingBitsObservationOverlay	capability_refusal	ValueError
_2022/wordle/scenes.py	AskAboutPhysicsRelation	missing_asset	OSError
_2022/wordle/scenes.py	AskForFormulaForI	ok	
_2022/wordle/scenes.py	AskWhatWorldeIs	missing_asset	OSError
_2022/wordle/scenes.py	BestDoubleEntropies	ok	
_2022/wordle/scenes.py	ButTheyreNotEquallyLikely	missing_asset	OSError
_2022/wordle/scenes.py	ChoosingBasedOnLetterFrequencies	capability_refusal	ValueError
_2022/wordle/scenes.py	ConstrastResultsWrapper	ok	
_2022/wordle/scenes.py	ContrastWearyAndSlate	capability_refusal	ValueError
_2022/wordle/scenes.py	DefineInformation	capability_refusal	ValueError
_2022/wordle/scenes.py	DescribeBit	missing_asset	OSError
_2022/wordle/scenes.py	DistributionOverWord	capability_refusal	ValueError
_2022/wordle/scenes.py	DrawPhone	missing_asset	OSError
_2022/wordle/scenes.py	EntropyOfWordDistributionExample	capability_refusal	ValueError
_2022/wordle/scenes.py	EntropyToScoreData	missing_asset	FileNotFoundError
_2022/wordle/scenes.py	ExampleGridColors	capability_refusal	ValueError
_2022/wordle/scenes.py	ExpectedInformationLabel	ok	
_2022/wordle/scenes.py	ExpectedMatchesInsert	ok	
_2022/wordle/scenes.py	ExternalPatternEntry	capability_refusal	ValueError
_2022/wordle/scenes.py	FirstThoughtsOnCombination	missing_asset	OSError
_2022/wordle/scenes.py	FirstThoughtsTitleCard	capability_refusal	ValueError
_2022/wordle/scenes.py	FreqPriorExample	capability_refusal	ValueError
_2022/wordle/scenes.py	HowLookTwoAheadWorks	capability_refusal	ValueError
_2022/wordle/scenes.py	HowThePriorWorks	capability_refusal	ValueError
_2022/wordle/scenes.py	HowToCombineEntropyAndProbability	capability_refusal	ValueError
_2022/wordle/scenes.py	InformationLimit	capability_refusal	ValueError
_2022/wordle/scenes.py	InformationTheoryTitleCard	capability_refusal	ValueError
_2022/wordle/scenes.py	InitialDemo	capability_refusal	ValueError
_2022/wordle/scenes.py	IntroduceDistribution	capability_refusal	ValueError
_2022/wordle/scenes.py	IntroduceDistributionFreqPrior	capability_refusal	ValueError
_2022/wordle/scenes.py	IntroduceGame	capability_refusal	ValueError
_2022/wordle/scenes.py	KeyIdea	ok	
_2022/wordle/scenes.py	LessonTitleCard	ok	
_2022/wordle/scenes.py	LookThroughWindowsOfWords	capability_refusal	ValueError
_2022/wordle/scenes.py	LookTwoStepsAhead	capability_refusal	ValueError
_2022/wordle/scenes.py	MaximumInsert	ok	
_2022/wordle/scenes.py	MentionUsingWordFrequencies	missing_asset	OSError
_2022/wordle/scenes.py	MinusLogExpression	ok	
_2022/wordle/scenes.py	PreviewGamePlay	capability_refusal	ValueError
_2022/wordle/scenes.py	ShowEntropyCalculations	scene_code_error	AttributeError
_2022/wordle/scenes.py	ShowPatternInformationExamples	capability_refusal	ValueError
_2022/wordle/scenes.py	ShowScoreDistribution	scene_code_error	AttributeError
_2022/wordle/scenes.py	ShowTonsOfWords	capability_refusal	ValueError
_2022/wordle/scenes.py	ShowWordLikelihoods	capability_refusal	ValueError
_2022/wordle/scenes.py	SidewaysWordProbabilities	capability_refusal	ValueError
_2022/wordle/scenes.py	SimulatedGamesCraneHardModeDist	scene_code_error	AttributeError
_2022/wordle/scenes.py	SimulatedGamesFreqBasedPriorDist	scene_code_error	AttributeError
_2022/wordle/scenes.py	SimulatedGamesFreqBasedPriorExcludeSeenWordsDist	scene_code_error	AttributeError
_2022/wordle/scenes.py	SimulatedGamesUniformPriorDist	scene_code_error	AttributeError
_2022/wordle/scenes.py	SimulatedGamesWordleBasedPriorCraneStartDist	scene_code_error	AttributeError
_2022/wordle/scenes.py	SimulatedGamesWordleBasedPriorDist	scene_code_error	AttributeError
_2022/wordle/scenes.py	SimulatedGamesWordleBasedPriorExcludeSeenWordsDist	scene_code_error	AttributeError
_2022/wordle/scenes.py	ThinV1Stats	scene_code_error	AttributeError
_2022/wordle/scenes.py	ThinV2Stats	scene_code_error	AttributeError
_2022/wordle/scenes.py	ThinV3Stats	scene_code_error	AttributeError
_2022/wordle/scenes.py	Thumbnail	capability_refusal	ValueError
_2022/wordle/scenes.py	TitleCardScene	capability_refusal	ValueError
_2022/wordle/scenes.py	TripleComparisonFrame	ok	
_2022/wordle/scenes.py	TwentyBitOverlay	ok	
_2022/wordle/scenes.py	TwoInterpretationsWrapper	ok	
_2022/wordle/scenes.py	UniformPriorExample	capability_refusal	ValueError
_2022/wordle/scenes.py	V2TitleCard	capability_refusal	ValueError
_2022/wordle/scenes.py	VonNeumannPhrase	ok	
_2022/wordle/scenes.py	VonNeumannPhrase2	ok	
_2022/wordle/scenes.py	WhatMakesWordleNice	missing_asset	OSError
_2022/wordle/scenes.py	WordleDistributions	ok	
_2022/wordle/scenes.py	WordlePriorExample	capability_refusal	ValueError
_2022/wordle/scenes.py	WordleScene	ok	
_2022/wordle/scenes.py	WordleSceneWithAnalysis	capability_refusal	ValueError
_2022/zeta/part1.py	Intro	ok	
_2022/zeta/part1.py	ShowLogarithmicWeighting	ok	
_2022/zeta/part1.py	ShowPrimeDensity	scene_code_error	TypeError
_2023/SoME3/main.py	Credits	missing_asset	OSError
_2023/SoME3/main.py	GenerallyGreat	ok	
_2023/SoME3/main.py	ManyThanks	missing_asset	OSError
_2023/SoME3/main.py	MetaThumbnail	missing_asset	OSError
_2023/SoME3/main.py	OtherGreatOnes	missing_asset	OSError
_2023/SoME3/main.py	ThumbnailProgression	missing_asset	OSError
_2023/clt/dice_sims.py	DiceSimulation	timeout	
_2023/clt/dice_sims.py	DiceSimulationAlt1	timeout	
_2023/clt/dice_sims.py	DiceSimulationAlt2	timeout	
_2023/clt/dice_sims.py	DiceSimulationAlt3	timeout	
_2023/clt/dice_sims.py	DiceSimulationAlt4	timeout	
_2023/clt/dice_sims.py	DiceSimulationAlt5	timeout	
_2023/clt/dice_sims.py	LargerDiceSimulation	timeout	
_2023/clt/dice_sims.py	LargerUSimulation	timeout	
_2023/clt/dice_sims.py	SimulationWithExpDistribution	timeout	
_2023/clt/dice_sims.py	SimulationWithExpDistribution15Dice	timeout	
_2023/clt/dice_sims.py	SimulationWithExpDistribution2	timeout	
_2023/clt/dice_sims.py	SimulationWithExpDistribution2Dice	timeout	
_2023/clt/dice_sims.py	SimulationWithExpDistribution5Dice	timeout	
_2023/clt/dice_sims.py	SimulationWithRandomDistribution	timeout	
_2023/clt/dice_sims.py	SimulationWithSteepUShapedDistribution	timeout	
_2023/clt/dice_sims.py	SimulationWithUShapedDistribution	timeout	
_2023/clt/dice_sims.py	SteeperUDistributionSimulation	timeout	
_2023/clt/galton_board.py	BiggerGaltonBoard	ok	
_2023/clt/galton_board.py	EmphasizeMultipleSums	ok	
_2023/clt/galton_board.py	GaltonBoard	ok	
_2023/clt/galton_board.py	GaltonTrickle	ok	
_2023/clt/galton_board.py	NotIdenticallyDistributed	scene_code_error	NameError
_2023/clt/galton_board.py	SingleDropBigGaltonBoard	ok	
_2023/clt/main.py	AnalyzeHundreDiceQuestion	ok	
_2023/clt/main.py	BuildUpGaussian	missing_asset	OSError
_2023/clt/main.py	DiceSumDistributions	scene_code_error	NameError
_2023/clt/main.py	DiceSumDistributionsExp	scene_code_error	NameError
_2023/clt/main.py	ExpDistSumDistributions	scene_code_error	NameError
_2023/clt/main.py	HowVarianceAdds	ok	
_2023/clt/main.py	InfiniteVariance	ok	
_2023/clt/main.py	LimitingDistributions	timeout	
_2023/clt/main.py	MeanAndStandardDeviation	tex_unsupported	TexError
_2023/clt/main.py	RandomDieRolls	ok	
_2023/clt/main.py	RuleOfThumb	scene_code_error	TypeError
_2023/clt/main.py	Thumbnail	ok	
_2023/clt/main.py	TransitionToSkewDistribution	ok	
_2023/clt/main.py	UDistSumDistributions	scene_code_error	NameError
_2023/clt/wordy_scenes.py	AskAboutFormalStatement	missing_asset	OSError
_2023/clt/wordy_scenes.py	AskAboutPi	missing_asset	OSError
_2023/clt/wordy_scenes.py	AskWhy	missing_asset	OSError
_2023/clt/wordy_scenes.py	AssumingNormality	missing_asset	OSError
_2023/clt/wordy_scenes.py	AverageDiceValues	portal_exception	ValueError
_2023/clt/wordy_scenes.py	CommentOnSpikeyBellCurve	missing_asset	OSError
_2023/clt/wordy_scenes.py	DoesThisMakeSense	ok	
_2023/clt/wordy_scenes.py	ErdosKac	ok	
_2023/clt/wordy_scenes.py	ExampleQuestion	missing_asset	OSError
_2023/clt/wordy_scenes.py	ExampleQuestionNoPiCreatures	ok	
_2023/clt/wordy_scenes.py	FiniteExpectations	ok	
_2023/clt/wordy_scenes.py	GaltonBoardName	ok	
_2023/clt/wordy_scenes.py	GoalsThisLesson	missing_asset	OSError
_2023/clt/wordy_scenes.py	HighLevelCLTDescription	ok	
_2023/clt/wordy_scenes.py	LetsHaveFun	missing_asset	OSError
_2023/clt/wordy_scenes.py	NextVideoInlay	ok	
_2023/clt/wordy_scenes.py	NormalName	ok	
_2023/clt/wordy_scenes.py	OneMoreNuance	missing_asset	OSError
_2023/clt/wordy_scenes.py	OneMoreSideNote	missing_asset	OSError
_2023/clt/wordy_scenes.py	PopulationHeights	missing_asset	OSError
_2023/clt/wordy_scenes.py	ReferenceMeanAndSD	missing_asset	OSError
_2023/clt/wordy_scenes.py	SumsOfSizeFive	missing_asset	OSError
_2023/clt/wordy_scenes.py	ThreeAssumptions	ok	
_2023/clt/wordy_scenes.py	TrueTheoremWords	ok	
_2023/clt/wordy_scenes.py	VariableSum	ok	
_2023/clt/wordy_scenes.py	VideoPlan	missing_asset	OSError
_2023/clt/wordy_scenes.py	WeCanBeMoreElegant	missing_asset	OSError
_2023/clt/wordy_scenes.py	WhatElseDoYouNotice	missing_asset	OSError
_2023/clt/wordy_scenes.py	WhyPiQuestion	ok	
_2023/clt_proof/main.py	AddingVariablesWithMGF	ok	
_2023/clt_proof/main.py	AskAboutTheProof	missing_asset	OSError
_2023/clt_proof/main.py	ConfusionAboutCGF	missing_asset	OSError
_2023/clt_proof/main.py	ConnectingArrow	ok	
_2023/clt_proof/main.py	CumulantsOfScaledSum	tex_unsupported	TexError
_2023/clt_proof/main.py	DefineCGF	ok	
_2023/clt_proof/main.py	DefineMGF	tex_unsupported	TexError
_2023/clt_proof/main.py	DirectMGFInterpretation	tex_unsupported	TexError
_2023/clt_proof/main.py	ExpandCGF	tex_unsupported	TexError
_2023/clt_proof/main.py	FirstFewTermsOfCGF	tex_unsupported	TexError
_2023/clt_proof/main.py	ImagineProving	missing_asset	OSError
_2023/clt_proof/main.py	LookingBeyondExpectationAndVariance	tex_unsupported	TexError
_2023/clt_proof/main.py	PictureCharacteristicFunction	ok	
_2023/clt_proof/main.py	RefinedHypothesis	ok	
_2023/clt_proof/main.py	ScalingProperty	tex_unsupported	TexError
_2023/clt_proof/main.py	SplitScreen	ok	
