module	scene	outcome	exception
_2020/sir.py	SimpleTravelDelayedSocialDistancing50pThreshold100	scene_code_error	AttributeError
_2020/sir.py	SimpleTravelDelayedSocialDistancing70p	scene_code_error	AttributeError
_2020/sir.py	SimpleTravelDelayedSocialDistancing70pThreshold100	scene_code_error	AttributeError
_2020/sir.py	SimpleTravelDelayedSocialDistancing99p	scene_code_error	AttributeError
_2020/sir.py	SimpleTravelDelayedTravelReduction	scene_code_error	AttributeError
_2020/sir.py	SimpleTravelDelayedTravelReductionThreshold100	scene_code_error	AttributeError
_2020/sir.py	SimpleTravelDelayedTravelReductionThreshold100TargetHalfPercent	scene_code_error	AttributeError
_2020/sir.py	SimpleTravelDelayedTravelReductionThreshold100TargetHalfPercent2	scene_code_error	AttributeError
_2020/sir.py	SimpleTravelLargeCity	scene_code_error	AttributeError
_2020/sir.py	SimpleTravelLongInfectionPeriod	scene_code_error	AttributeError
_2020/sir.py	SimpleTravelLongerDelayedSocialDistancing	scene_code_error	AttributeError
_2020/sir.py	SimpleTravelLongerDelayedTravelReduction	scene_code_error	AttributeError
_2020/sir.py	SimpleTravelSocialDistancePlusZeroTravel	scene_code_error	AttributeError
_2020/sir.py	SimpleTravelSocialDistancePlusZeroTravel99p	scene_code_error	AttributeError
_2020/sir.py	SocialDistanceAfterFiveDays	scene_code_error	AttributeError
_2020/sir.py	SubtlePangolin	missing_asset	OSError
_2020/sir.py	TableOfContents	ok	
_2020/sir.py	Test	missing_asset	OSError
_2020/sir.py	ThatsNotHowIBehave	missing_asset	OSError
_2020/sir.py	VirusSpreading	missing_asset	OSError
_2020/sir.py	WeDontHaveThat	missing_asset	OSError
_2020/sir.py	WhyChooseJustOne	missing_asset	OSError
_2020/sir.py	WideSpreadTesting	scene_code_error	AttributeError
_2020/surface_play.py	EarthMorph	missing_asset	OSError
_2020/telestration_contribution.py	TelestrationContribution	missing_asset	OSError
_2021/bertrands_paradox.py	CenterPoint	timeout	
_2021/bertrands_paradox.py	ChordsInSpaceWithCircle	timeout	
_2021/bertrands_paradox.py	CoinFlips	timeout	
_2021/bertrands_paradox.py	CompareFirstTwoMethods	timeout	
_2021/bertrands_paradox.py	CorrectionInsert	ok	
_2021/bertrands_paradox.py	NonTransitive	ok	
_2021/bertrands_paradox.py	PairOfPoints	timeout	
_2021/bertrands_paradox.py	PortionOfRadialLineInTriangle	ok	
_2021/bertrands_paradox.py	RadialPoint	scene_code_error	TypeError
_2021/bertrands_paradox.py	RandomChordScene	scene_code_error	Exception
_2021/bertrands_paradox.py	RandomPointsFromVariousSpaces	ok	
_2021/bertrands_paradox.py	RandomSpherePoint	ok	
_2021/bertrands_paradox.py	SparseWords	ok	
_2021/bertrands_paradox.py	TransitiveSymmetries	ok	
_2021/holomorphic_dynamics.py	AboutFatouDisks	missing_dependency	
_2021/holomorphic_dynamics.py	AboutFatouDisksJustWords	missing_dependency	
_2021/holomorphic_dynamics.py	AboutJuliaDisks	missing_dependency	
_2021/holomorphic_dynamics.py	AmbientJulia	missing_dependency	
_2021/holomorphic_dynamics.py	AmbientRepetition	missing_dependency	
_2021/holomorphic_dynamics.py	AmbientRepetitionChaos	missing_dependency	
_2021/holomorphic_dynamics.py	AmbientRepetitionInfty	missing_dependency	
_2021/holomorphic_dynamics.py	AmbientRepetitionLimitPoint	missing_dependency	
_2021/holomorphic_dynamics.py	AskAboutGeneralTheory	missing_dependency	
_2021/holomorphic_dynamics.py	AskHowOftenThisHappensAlt	missing_dependency	
_2021/holomorphic_dynamics.py	CenterOfMassStatement	missing_dependency	
_2021/holomorphic_dynamics.py	ClassicJuliaSetDemo	missing_dependency	
_2021/holomorphic_dynamics.py	Cycles	missing_dependency	
_2021/holomorphic_dynamics.py	CyclesHaveSolutions	missing_dependency	
_2021/holomorphic_dynamics.py	CyclicExercise	missing_dependency	
_2021/holomorphic_dynamics.py	DescribeChaos	missing_dependency	
_2021/holomorphic_dynamics.py	DescribeDerivative	missing_dependency	
_2021/holomorphic_dynamics.py	DescribeDerivativeIExample	missing_dependency	
_2021/holomorphic_dynamics.py	DescribeDerivativeIExampleInnerFrame	missing_dependency	
_2021/holomorphic_dynamics.py	DescribeDerivativeInnerFrame	missing_dependency	
_2021/holomorphic_dynamics.py	FixedPoints	missing_dependency	
_2021/holomorphic_dynamics.py	GenerateCubicParameterPlot	missing_dependency	
_2021/holomorphic_dynamics.py	HolomorphicDynamics	missing_dependency	
_2021/holomorphic_dynamics.py	HolomorphicPreview	missing_dependency	
_2021/holomorphic_dynamics.py	IveSeenThis	missing_dependency	
_2021/holomorphic_dynamics.py	JFunctionMention	missing_dependency	
_2021/holomorphic_dynamics.py	JuliaStill	missing_dependency	
_2021/holomorphic_dynamics.py	LattesExample	missing_dependency	
_2021/holomorphic_dynamics.py	LinksBelow	missing_dependency	
_2021/holomorphic_dynamics.py	LooksLikeTwoMult	missing_dependency	
_2021/holomorphic_dynamics.py	LooksLikeTwoiMult	missing_dependency	
_2021/holomorphic_dynamics.py	MandelbrotFunctions	missing_dependency	
_2021/holomorphic_dynamics.py	MandelbrotIntro	missing_dependency	
_2021/holomorphic_dynamics.py	MandelbrotSetPreview	missing_dependency	
_2021/holomorphic_dynamics.py	MandelbrotStill	missing_dependency	
_2021/holomorphic_dynamics.py	MentionFatouSetsAndJuliaSets	missing_dependency	
_2021/holomorphic_dynamics.py	MontelCorrolaryScreenGrab	missing_dependency	
_2021/holomorphic_dynamics.py	MoreAmbientChaos	missing_dependency	
_2021/holomorphic_dynamics.py	NewtonRuleLabel	missing_dependency	
_2021/holomorphic_dynamics.py	ParameterSpaceVsSeedSpace	missing_dependency	
_2021/holomorphic_dynamics.py	RationalFunctions	missing_dependency	
_2021/holomorphic_dynamics.py	ShowFatouAndJulia	missing_dependency	
_2021/holomorphic_dynamics.py	ShowFatouDiskExample	missing_dependency	
_2021/holomorphic_dynamics.py	ShowJuliaSetPoint	missing_dependency	
_2021/holomorphic_dynamics.py	ShowJuliaSetPointWithDisk	missing_dependency	
_2021/holomorphic_dynamics.py	SimulationAnnotations	missing_dependency	
_2021/holomorphic_dynamics.py	SmallCircleProperty	missing_dependency	
_2021/holomorphic_dynamics.py	TwoToMillionPoints	missing_dependency	
_2021/holomorphic_dynamics.py	UseNewton	missing_dependency	
_2021/holomorphic_dynamics.py	WhatDoesBlackMean	missing_dependency	
_2021/holomorphic_dynamics.py	WhyFractals	missing_dependency	
_2021/holomorphic_dynamics.py	Z0RuleLabel	missing_dependency	
_2021/matrix_exp.py	AnalyzeRomeoAndJulietSpace	missing_asset	OSError
_2021/matrix_exp.py	ArnoldBookClip	scene_code_error	Exception
_2021/matrix_exp.py	BasicVectorFieldIdea	scene_code_error	TypeError
_2021/matrix_exp.py	BernoullisThoughts	missing_asset	OSError
_2021/matrix_exp.py	CircularFlowEvaluation	scene_code_error	TypeError
_2021/matrix_exp.py	CircularPhaseFlow	scene_code_error	AttributeError
_2021/matrix_exp.py	ColumnsToBasisVectors	scene_code_error	Exception
_2021/matrix_exp.py	Compare1DTo2DEquations	scene_code_error	TypeError
_2021/matrix_exp.py	ComplexEquation	ok	
_2021/matrix_exp.py	CompoundInterestPopulationAndEpidemic	missing_asset	OSError
_2021/matrix_exp.py	CovidPlot	scene_code_error	Exception
_2021/matrix_exp.py	DampedRotationFlowEvaluation	scene_code_error	TypeError
_2021/matrix_exp.py	DampedRotationPhaseFlow	scene_code_error	AttributeError
_2021/matrix_exp.py	DefineVectorFieldWithHyperbolicFlow	scene_code_error	TypeError
_2021/matrix_exp.py	DefinitionFirstVsLast	missing_asset	OSError
_2021/matrix_exp.py	DefinitionFirstVsLastGP	ok	
_2021/matrix_exp.py	DerivativeOfExpMt	portal_exception	TypeError
_2021/matrix_exp.py	DiscussSystem	scene_code_error	IndexError
_2021/matrix_exp.py	DistanceOverTimeEquation	ok	
_2021/matrix_exp.py	EBaseMisconception	missing_asset	OSError
_2021/matrix_exp.py	ETitleCard	ok	
_2021/matrix_exp.py	EVideoWrapper	ok	
_2021/matrix_exp.py	EllipticalFlowEvaluation	scene_code_error	TypeError
_2021/matrix_exp.py	EllipticalPhaseFlow	scene_code_error	AttributeError
_2021/matrix_exp.py	EulersFormulaWrapper	ok	
_2021/matrix_exp.py	ExoticExponentsWithEBase	scene_code_error	TypeError
_2021/matrix_exp.py	ExpRotMatrixComputation	ok	
_2021/matrix_exp.py	ExplicitSolution	ok	
_2021/matrix_exp.py	ExponentialEvaluationWithTime	scene_code_error	TypeError
_2021/matrix_exp.py	ExponentialPhaseFlow	scene_code_error	AttributeError
_2021/matrix_exp.py	FrameForFlow	ok	
_2021/matrix_exp.py	From2DTo1D	scene_code_error	TypeError
_2021/matrix_exp.py	General90DegreeRotationExponents	ok	
_2021/matrix_exp.py	GeometricReasoningForRomeoJuliet	missing_asset	OSError
_2021/matrix_exp.py	GraphAndHistoryOfExponential	missing_asset	OSError
_2021/matrix_exp.py	HowBasisVectorMultiplicationPullsOutColumns	ok	
_2021/matrix_exp.py	HowExampleLeadsToMatrixExponents	ok	
_2021/matrix_exp.py	HyperbolicFlowEvaluation	scene_code_error	TypeError
_2021/matrix_exp.py	HyperbolicPhaseFlow	scene_code_error	AttributeError
_2021/matrix_exp.py	HyperbolicTrigFlow	scene_code_error	AttributeError
_2021/matrix_exp.py	HyperbolicTrigFlowEvaluation	scene_code_error	TypeError
_2021/matrix_exp.py	ImaginaryExponent	scene_code_error	Exception
_2021/matrix_exp.py	IntroduceTheComputation	missing_asset	OSError
_2021/matrix_exp.py	JulietChidingRomeo	missing_asset	OSError
_2021/matrix_exp.py	LaterWrapper	ok	
_2021/matrix_exp.py	LeadToPhysicsAndQM	ok	
_2021/matrix_exp.py	LetsSumUp	missing_asset	OSError
_2021/matrix_exp.py	LinearAlgebraWrapper	ok	
_2021/matrix_exp.py	ManyExponentialForms	scene_code_error	Exception
_2021/matrix_exp.py	ManySolutionsDependingOnInitialCondition	ok	
_2021/matrix_exp.py	MoreGeneralSystem	ok	
_2021/matrix_exp.py	MoreShakesperianRomeoJuliet	scene_code_error	TypeError
_2021/matrix_exp.py	NotAllThatRomanticLabel	ok	
_2021/matrix_exp.py	OldComputationCode	scene_code_error	NameError
_2021/matrix_exp.py	OneFinalPoint	missing_asset	OSError
_2021/matrix_exp.py	PlanForThisVideo	missing_asset	OSError
_2021/matrix_exp.py	PrerequisitesWrapper	ok	
_2021/matrix_exp.py	PreviewVisualizationWrapper	ok	
_2021/matrix_exp.py	ReadColumnsOfRotationMatrix	ok	
_2021/matrix_exp.py	ReadColumnsOfRotationMatrixWithExp	ok	
_2021/matrix_exp.py	RomeoAndJuliet	missing_asset	OSError
_2021/matrix_exp.py	RomeoJulietVectorSpace	missing_asset	OSError
_2021/matrix_exp.py	RotMatrixStill	ok	
_2021/matrix_exp.py	RotationIn3dPlane	missing_asset	OSError
_2021/matrix_exp.py	SchrodingerSum	ok	
_2021/matrix_exp.py	SchroedingersComplicatingFactors	missing_asset	OSError
_2021/matrix_exp.py	SchroedingersEquationIntro	missing_asset	OSError
_2021/matrix_exp.py	ShearFlowEvaluation	scene_code_error	TypeError
_2021/matrix_exp.py	ShearPhaseFlow	scene_code_error	AttributeError
_2021/matrix_exp.py	Show90DegreePowers	portal_exception	TypeError
_2021/matrix_exp.py	Show90DegreeRotation	ok	
_2021/matrix_exp.py	Show90DegreeRotationColumnByColumn	scene_code_error	TypeError
_2021/matrix_exp.py	ShowHigherMatrixPowers	portal_exception	TypeError
_2021/matrix_exp.py	SimpleDerivativeOfExp	missing_asset	OSError
_2021/matrix_exp.py	SolutionToRomeoJuliet	ok	
_2021/matrix_exp.py	SolutionsToMatrixEquation	scene_code_error	TypeError
_2021/matrix_exp.py	StoryForAnotherTime	missing_asset	OSError
_2021/matrix_exp.py	ThatsHorrifying	missing_asset	OSError
_2021/matrix_exp.py	Thumbnail	missing_asset	OSError
_2021/matrix_exp.py	ThumbnailBackdrop	scene_code_error	AttributeError
_2021/matrix_exp.py	TracePropertyAndComputation	missing_asset	OSError
_2021/matrix_exp.py	TransitionWrapper	ok	
_2021/matrix_exp.py	TryIt	missing_asset	OSError
_2021/matrix_exp.py	TryToDefineExp	missing_asset	OSError
_2021/matrix_exp.py	TwoDifferetViewsWrapper	ok	
_2021/matrix_exp.py	VideoWrapper	ok	
_2021/matrix_exp.py	WhyTortureMatrices	missing_asset	OSError
_2021/matrix_exp.py	ZoomInOnProblem	missing_asset	OSError
_2021/newton_fractal.py	AltPauseAndPonder	missing_asset	OSError
_2021/newton_fractal.py	AmbientQuinticSolving	scene_code_error	AttributeError
_2021/newton_fractal.py	AmbientRepetition	ok	
_2021/newton_fractal.py	AmbientRootFinding	ok	
_2021/newton_fractal.py	ArtPuzzle	ok	
_2021/newton_fractal.py	AskAboutComplexity	ok	
_2021/newton_fractal.py	AskAboutFractals	missing_asset	OSError
_2021/newton_fractal.py	AssumingItsGood	missing_asset	OSError
_2021/newton_fractal.py	BlobsOnBlobsOnBlobs	ok	
_2021/newton_fractal.py	BriefMandelbrot	missing_asset	OSError
_2021/newton_fractal.py	CalcHomework	ok	
_2021/newton_fractal.py	ChaosOnBoundary	missing_asset	OSError
_2021/newton_fractal.py	CommentsOnNaming	missing_asset	OSError
_2021/newton_fractal.py	ComplexNewtonsMethod	scene_code_error	TypeError
_2021/newton_fractal.py	ComplexNewtonsMethodManySeeds	scene_code_error	TypeError
_2021/newton_fractal.py	ComplexNewtonsMethodManySeedsHigherRes	timeout	
_2021/newton_fractal.py	CurvesDefiningFonts	scene_code_error	AttributeError
_2021/newton_fractal.py	CyclicAttractor	ok	
_2021/newton_fractal.py	DeepZoomFractal	scene_code_error	AttributeError
_2021/newton_fractal.py	DefineBoundary	ok	
_2021/newton_fractal.py	DontWorryAboutDetails	missing_asset	OSError
_2021/newton_fractal.py	EquationToFrame	ok	
_2021/newton_fractal.py	ExamplePixels	scene_code_error	
_2021/newton_fractal.py	FactorPolynomial	scene_code_error	TypeError
_2021/newton_fractal.py	FasterNewtonExample	scene_code_error	TypeError
_2021/newton_fractal.py	FractalDimensionWords	ok	
_2021/newton_fractal.py	FromTwoToThree	ok	
_2021/newton_fractal.py	FunPartWords	ok	
_2021/newton_fractal.py	GutCheckFormula	ok	
_2021/newton_fractal.py	HighlightedJulia	scene_code_error	AttributeError
_2021/newton_fractal.py	HistoryWithNewton	missing_asset	OSError
_2021/newton_fractal.py	HolomorphicDynamics	missing_asset	OSError
_2021/newton_fractal.py	IncreasingStepsNewtonFractal	scene_code_error	AttributeError
_2021/newton_fractal.py	InterpretBoundaryProperty	scene_code_error	AttributeError
_2021/newton_fractal.py	IntroNewtonFractal	scene_code_error	AttributeError
_2021/newton_fractal.py	MakeFunOfNextVideo	missing_asset	OSError
_2021/newton_fractal.py	ManyQuestions	ok	
_2021/newton_fractal.py	MetaFractal	scene_code_error	AttributeError
_2021/newton_fractal.py	MontelCorrolaryScreenGrab	ok	
_2021/newton_fractal.py	OutputIsZero	ok	
_2021/newton_fractal.py	PauseAndPonder	missing_asset	OSError
_2021/newton_fractal.py	PeculiarBoundaryProperty	scene_code_error	AttributeError
_2021/newton_fractal.py	PlayingInFigma	scene_code_error	Exception
_2021/newton_fractal.py	PragmaticOrigins	scene_code_error	
_2021/newton_fractal.py	QuinticAppletPlay	scene_code_error	Exception
_2021/newton_fractal.py	RasterizingBezier	missing_asset	OSError
_2021/newton_fractal.py	RealNewtonsMethod	scene_code_error	TypeError
_2021/newton_fractal.py	RealNewtonsMethodHigherGraph	scene_code_error	TypeError
_2021/newton_fractal.py	RepeatedNewton	scene_code_error	AttributeError
_2021/newton_fractal.py	RepeatedNewtonCubic	scene_code_error	AttributeError
_2021/newton_fractal.py	RepeatedNewtonQuadratic	scene_code_error	AttributeError
_2021/newton_fractal.py	SeekingRoots	scene_code_error	
_2021/newton_fractal.py	ShowManyGraphs	missing_asset	OSError
_2021/newton_fractal.py	SimpleFractalScene	scene_code_error	AttributeError
_2021/newton_fractal.py	SimplyTendingToNearestRoot	scene_code_error	AttributeError
_2021/newton_fractal.py	SphereExample	ok	
_2021/newton_fractal.py	StudentAsksAboutComplexity	missing_asset	OSError
_2021/newton_fractal.py	Thanks	missing_asset	OSError
_2021/newton_fractal.py	ThinkAboutWhatPropertyMeans	missing_asset	OSError
_2021/newton_fractal.py	ThreeRootFractal	scene_code_error	AttributeError
_2021/newton_fractal.py	ThreeRootFractalWithLabels	scene_code_error	AttributeError
_2021/newton_fractal.py	Thumbnail2	scene_code_error	AttributeError
_2021/newton_fractal.py	TransitionToComplexPlane	scene_code_error	TypeError
_2021/newton_fractal.py	TwoRootFractal	scene_code_error	AttributeError
_2021/newton_fractal.py	TwoRootFractalWithLabels	scene_code_error	AttributeError
_2021/newton_fractal.py	UnrelatedIdeas	missing_asset	OSError
_2021/newton_fractal.py	VariousCirclesOnTheFractal	scene_code_error	AttributeError
_2021/newton_fractal.py	WhatIsThis	ok	
_2021/newton_fractal.py	WhatsGoingOn	missing_asset	OSError
_2021/newton_fractal.py	WhoCares	missing_asset	OSError
_2021/newton_fractal.py	WriteThisIsPolynomial	ok	
_2021/newton_fractal.py	ZeroStepColoring	timeout	
_2021/newton_fractal.py	ZoomInOnCubic	scene_code_error	AttributeError
_2021/quick_eigen.py	AskIfThatsBetter	missing_asset	OSError
_2021/quick_eigen.py	Assumptions	missing_asset	OSError
_2021/quick_eigen.py	DetEquationLineOfReasoning	scene_code_error	Exception
_2021/quick_eigen.py	EigenvalueEquationRearranging	ok	
_2021/quick_eigen.py	Example1	missing_asset	OSError
_2021/quick_eigen.py	Example2	ok	
_2021/quick_eigen.py	Example3	ok	
_2021/quick_eigen.py	Example4	ok	
_2021/quick_eigen.py	Example5	ok	
_2021/quick_eigen.py	ExamplesStart	ok	
_2021/quick_eigen.py	GeneralCharPoly	scene_code_error	TypeError
_2021/quick_eigen.py	GeneralDirection	ok	
_2021/quick_eigen.py	GeneralExample	ok	
_2021/quick_eigen.py	GoalOfRediscovery	missing_asset	OSError
_2021/quick_eigen.py	HeresTheThing	missing_asset	OSError
_2021/quick_eigen.py	JingleAnimation	ok	
_2021/quick_eigen.py	MPIsSolvingCharPoly	missing_asset	OSError
_2021/quick_eigen.py	MeanProductExample	ok	
_2021/quick_eigen.py	MeansMatch	ok	
_2021/quick_eigen.py	NotAllHopeIsLost	missing_asset	OSError
_2021/quick_eigen.py	OutlineThreeFacts	missing_asset	OSError
_2021/quick_eigen.py	OutstandingChannel	missing_asset	OSError
_2021/quick_eigen.py	PauliMatrices	scene_code_error	NameError
_2021/quick_eigen.py	PauliMatricesWithCharacteristicPolynomial	scene_code_error	TypeError
_2021/quick_eigen.py	PreviousVideoWrapper	missing_asset	OSError
_2021/quick_eigen.py	QuadraticPolynomials	portal_exception	TypeError
_2021/quick_eigen.py	RecapWrapper	ok	
_2021/quick_eigen.py	SameExampleWrapper	ok	
_2021/quick_eigen.py	ShowSquishingAndStretching	ok	
_2021/quick_eigen.py	SimplerQuadraticFormula	ok	
_2021/quick_eigen.py	SkipTheMiddleStep	ok	
_2021/quick_eigen.py	SneakierEigenVector	scene_code_error	Exception
_2021/quick_eigen.py	SpinMeasurements	ok	
_2021/quick_eigen.py	ThreeSpinExamples	ok	
_2021/quick_eigen.py	Thumbnail	ok	
_2021/quick_eigen.py	TweakDiagonalValue	scene_code_error	Exception
_2021/quick_eigen.py	TwoValuesEvenlySpaceAroundZero	ok	
_2021/quick_eigen.py	TypicalComputation	ok	
_2021/quick_eigen.py	VisualizeEigenvector	portal_exception	TypeError
_2021/shadows.py	AliceName	capability_refusal	ValueError
_2021/shadows.py	AliceWords	capability_refusal	ValueError
_2021/shadows.py	AlicesFaceAverage	ok	
_2021/shadows.py	AlicesInsights	ok	
_2021/shadows.py	AllPossibleOrientations	scene_code_error	TypeError
_2021/shadows.py	AmbientCubeTurningIntoNewShapes	ok	
_2021/shadows.py	AmbientCubeWithLabels	scene_code_error	TypeError
_2021/shadows.py	AmbientDodecahedronShadow	scene_code_error	TypeError
_2021/shadows.py	AmbientHourglass	scene_code_error	TypeError
_2021/shadows.py	AmbientPyramidSum	scene_code_error	TypeError
_2021/shadows.py	AmbientShapeRotationFull3d	scene_code_error	TypeError
_2021/shadows.py	AmbientShapeRotationPreimage	scene_code_error	TypeError
_2021/shadows.py	AmbientShapeRotationShadowOnly	scene_code_error	TypeError
_2021/shadows.py	AmbientTriPrismSum	scene_code_error	TypeError
_2021/shadows.py	AskAboutAverageCosValue	scene_code_error	TypeError
_2021/shadows.py	AskAboutAveraging	missing_asset	OSError
_2021/shadows.py	AskAboutConditions	capability_refusal	ValueError
_2021/shadows.py	AverageCatShadow	scene_code_error	TypeError
_2021/shadows.py	AverageFaceShadow	scene_code_error	TypeError
_2021/shadows.py	AveragePentagonShadow	scene_code_error	TypeError
_2021/shadows.py	AverageShadowAnnotation	ok	
_2021/shadows.py	BlendOfMindsets	ok	
_2021/shadows.py	BobName	capability_refusal	ValueError
_2021/shadows.py	BobWords	capability_refusal	ValueError
_2021/shadows.py	BobsFinalAnswer	ok	
_2021/shadows.py	ButSpheresAreSmooth	missing_asset	OSError
_2021/shadows.py	ByLine	ok	
_2021/shadows.py	CleverProofExample	ok	
_2021/shadows.py	ComplainAboutProgress	missing_asset	OSError
_2021/shadows.py	ConvexityPrelude	ok	
_2021/shadows.py	DefineConvexity	ok	
_2021/shadows.py	DefineDeterminant	scene_code_error	NameError
_2021/shadows.py	DescribeSO3	scene_code_error	TypeError
_2021/shadows.py	DiscussLinearity	ok	
_2021/shadows.py	DodecahedronFaceSum	ok	
_2021/shadows.py	FamousMathematicians	missing_asset	OSError
_2021/shadows.py	FocusOnOneFace	scene_code_error	TypeError
_2021/shadows.py	FromRowsToColumns	ok	
_2021/shadows.py	GoalsOfMath	missing_asset	OSError
_2021/shadows.py	HalfBathedInLight	scene_code_error	TypeError
_2021/shadows.py	InfatuationWithGenerality	missing_asset	OSError
_2021/shadows.py	IntegralOverlay	ok	
_2021/shadows.py	IntroduceShadow	scene_code_error	TypeError
_2021/shadows.py	InventingMath	ok	
_2021/shadows.py	IsntThatObvious	missing_asset	OSError
_2021/shadows.py	KeyResult	scene_code_error	NameError
_2021/shadows.py	LimitBrace	ok	
_2021/shadows.py	ListernerEmail	ok	
_2021/shadows.py	ManyShadows	scene_code_error	TypeError
_2021/shadows.py	Matrices	ok	
_2021/shadows.py	MeanCalculation	ok	
_2021/shadows.py	MultipleMathematicalBackgrounds	missing_asset	OSError
_2021/shadows.py	NonConvexDoughnut	scene_code_error	TypeError
_2021/shadows.py	NotQuiteRight	missing_asset	OSError
_2021/shadows.py	ParticularValuesUnhelpfulOverlay	ok	
_2021/shadows.py	PauseAndPonder	missing_asset	OSError
_2021/shadows.py	PiRSquared	ok	
_2021/shadows.py	PopularizaitonVsDoing	ok	
_2021/shadows.py	QuantifyConvexity	ok	
_2021/shadows.py	RandomRotations1	scene_code_error	TypeError
_2021/shadows.py	RandomRotations2	scene_code_error	TypeError
_2021/shadows.py	RandomRotations3	scene_code_error	TypeError
_2021/shadows.py	RandomRotations4	scene_code_error	TypeError
_2021/shadows.py	RepeatedRelation	ok	
_2021/shadows.py	ShadowScene	scene_code_error	TypeError
_2021/shadows.py	ShadowsOfDodecahedron	scene_code_error	TypeError
_2021/shadows.py	ShowGridSum	scene_code_error	TypeError
_2021/shadows.py	ShowSeveralConvexShapes	ok	
_2021/shadows.py	SimpleCross	ok	
_2021/shadows.py	SimpleWriting	capability_refusal	ValueError
_2021/shadows.py	SingleFaceRandomRotation	scene_code_error	TypeError
_2021/shadows.py	SphereInfo	ok	
_2021/shadows.py	SphereShadow	scene_code_error	TypeError
_2021/shadows.py	StartSimple	ok	
_2021/shadows.py	StretchLabel	ok	
_2021/shadows.py	SupposedlyObviousProportionality	scene_code_error	TypeError
_2021/shadows.py	SurfaceAreaOfSphere	ok	
_2021/shadows.py	SwapConstantForFourth	ok	
_2021/shadows.py	ThreeCamps	missing_asset	OSError
_2021/shadows.py	ThumbnailBackground	scene_code_error	TypeError
_2021/shadows.py	TwoToOneCover	scene_code_error	TypeError
_2021/shadows.py	WatchingAVideo	missing_asset	OSError
_2021/shadows.py	WhatIsC	ok	
_2021/shadows.py	WonderAboutAverage	missing_asset	OSError
_2021/siggraph.py	FirstStepIsToCare	missing_asset	OSError
_2021/siggraph.py	InterpolatingOrientations	missing_asset	OSError
_2021/siggraph.py	InterpolatingOrientationsWithQuaternions	missing_asset	OSError
_2021/siggraph.py	NeverNeeded	missing_asset	OSError
_2021/siggraph.py	PendulumAxes	ok	
_2021/siggraph.py	Thanks	missing_asset	OSError
_2021/siggraph.py	ThreePis	missing_asset	OSError
_2021/some1.py	AbstractVectorSpace	ok	
_2021/some1.py	BadManimExample	ok	
_2021/some1.py	BeTheFirst	ok	
_2021/some1.py	ButIHaveNoExperience	missing_asset	OSError
_2021/some1.py	CalculusStatement	ok	
_2021/some1.py	ConcreteToAbstract	ok	
_2021/some1.py	Constraints	missing_asset	OSError
_2021/some1.py	ContentAdvice	ok	
_2021/some1.py	DifferenceOfSquares	scene_code_error	TypeError
_2021/some1.py	ExamplesOfFunctions	ok	
_2021/some1.py	Featuring	missing_asset	OSError
_2021/some1.py	FractionsExample	ok	
_2021/some1.py	Grey	ok	
_2021/some1.py	LayersOfAbstraction	scene_code_error	StaleHandleError
_2021/some1.py	LinkAndDate	ok	
_2021/some1.py	Nicheness	ok	
_2021/some1.py	PartialFraction	ok	
_2021/some1.py	SoME1Name	scene_code_error	IndexError
_2021/some1.py	SpecificCases	ok	
_2021/some1.py	Spotlight	ok	
_2021/some1.py	SurfaceExample	missing_asset	OSError
_2021/some1.py	TableOfContents	ok	
_2021/some1.py	TeacherStudentPairing	missing_asset	OSError
_2021/some1.py	TopicChoice	missing_asset	OSError
_2021/some1.py	TransitionToProductionQuality	missing_asset	OSError
_2021/some1.py	TrigIdentity	ok	
_2021/some1.py	WhereCanIEngageWithOthers	missing_asset	OSError
_2021/some1_winners.py	AllVideosOrdered	missing_asset	FileNotFoundError
_2021/some1_winners.py	AlmostTooGood	missing_asset	OSError
_2021/some1_winners.py	FiltrationProcess	ok	
_2021/some1_winners.py	Introduction	missing_asset	OSError
_2021/some1_winners.py	Narrative	ok	
_2021/some1_winners.py	ProsConsOfContext	ok	
_2021/some1_winners.py	RevealingTiles	missing_asset	FileNotFoundError
_2021/some1_winners.py	SureSure	missing_asset	OSError
_2021/some1_winners.py	Traction	missing_asset	OSError
_2021/some1_winners.py	ViewRect	ok	
_2021/some1_winners.py	ViewRect700k	ok	
_2022/borwein/main.py	ConvolutionTheoremDiagram	scene_code_error	AttributeError
_2022/borwein/main.py	FourierProblemSolvingSchematic	ok	
_2022/borwein/main.py	Graph15Case	ok	
_2022/borwein/main.py	InsertTwoCos	ok	
_2022/borwein/main.py	LongerReciprocalSums	ok	
_2022/borwein/main.py	LongerTimescaleMovingAverages	timeout	
_2022/borwein/main.py	MoreGeneralFact	scene_code_error	IndexError
_2022/borwein/main.py	MovingAverages	scene_code_error	AttributeError
_2022/borwein/main.py	MultiplyBigNumbers	tex_unsupported	TexError
_2022/borwein/main.py	ReplaceXWithPiX	timeout	
_2022/borwein/main.py	ShowIntegrals	timeout	
_2022/borwein/main.py	ShowReciprocalSums	capability_refusal	NotImplementedError
_2022/borwein/main.py	SineLimit	scene_code_error	AttributeError
_2022/borwein/main.py	WaysToCombineFunctions	ok	
_2022/borwein/main.py	WhatWeNeedToShow	ok	
_2022/borwein/main.py	WriteFullIntegrals	ok	
_2022/borwein/main.py	WriteMoreFullIntegrals	ok	
_2022/borwein/main.py	WriteOutIntegrals	portal_exception	TypeError
