# fmn API schema — the EXTRACTED layer (fm-vn6, plan §16.2)
# generated from 3b1b/manim @ 6199a00d4c1b1127ebe45cb629c3f22538b10e13
# by scripts/gen_api_schema.py — regenerate, never hand-edit
#
# The authored layer (canonical names for C-9 typos, semantic status,
# Rust bindings) lives in API_OVERLAY.tsv. The effective schema is the
# two merged; fmn_conformance::schema is the reader, and every
# generator consumes the merged form.
#
# Section-tagged, tab-separated, std-parseable — no TOML/YAML/JSON
# dependency anywhere in the reader (the SUITE.lock doctrine).

[meta]
schema_version	1
reference_commit	6199a00d4c1b1127ebe45cb629c3f22538b10e13
generator	scripts/gen_api_schema.py
wildcard_exports	663

[symbols]
# module	name	kind	origin	exported	detail
manimlib.mobject.svg.text_mobject	DEFAULT_CANVAS_HEIGHT	constant	defined	1	16384
manimlib.mobject.svg.text_mobject	DEFAULT_CANVAS_WIDTH	constant	defined	1	16384
manimlib.mobject.svg.text_mobject	DEFAULT_LINE_SPACING_SCALE	constant	defined	1	0.6
manimlib.mobject.svg.text_mobject	MarkupText	class	defined	1	StringMobject
manimlib.mobject.svg.text_mobject	MarkupText.MARKUP_ENTITY_DICT	attribute	defined	0	{'<': '&lt;', '>': '&gt;', '&': '&amp;', '"': '&quot;', "'": '&apos;'}
manimlib.mobject.svg.text_mobject	MarkupText.MARKUP_TAGS	attribute	defined	0	{'b': {'font_weight': 'bold'}, 'big': {'font_size': 'larger'}, 'i': {'font_style': 'italic'}, 's': {'strikethrough': 'true'}, 'sub': {'baseline_shift': 'subscript', 'font_scale': 'subscript'}, 'sup': {'baseline_shift': 'superscript', 'font_scale': 'superscript'}, 'small': {'font_size': 'smaller'}, 'tt': {'font_family': 'monospace'}, 'u': {'underline': 'single'}}
manimlib.mobject.svg.text_mobject	MarkupText.__init__	method	defined	0	-
manimlib.mobject.svg.text_mobject	MarkupText.escape_markup_char	method	defined	0	-
manimlib.mobject.svg.text_mobject	MarkupText.get_attr_dict_from_command_pair	method	defined	0	-
manimlib.mobject.svg.text_mobject	MarkupText.get_command_flag	method	defined	0	-
manimlib.mobject.svg.text_mobject	MarkupText.get_command_matches	method	defined	0	-
manimlib.mobject.svg.text_mobject	MarkupText.get_command_string	method	defined	0	-
manimlib.mobject.svg.text_mobject	MarkupText.get_configured_items	method	defined	0	-
manimlib.mobject.svg.text_mobject	MarkupText.get_content_prefix_and_suffix	method	defined	0	-
manimlib.mobject.svg.text_mobject	MarkupText.get_part_by_text	method	defined	0	-
manimlib.mobject.svg.text_mobject	MarkupText.get_parts_by_text	method	defined	0	-
manimlib.mobject.svg.text_mobject	MarkupText.get_svg_string_by_content	method	defined	0	-
manimlib.mobject.svg.text_mobject	MarkupText.get_text	method	defined	0	-
manimlib.mobject.svg.text_mobject	MarkupText.replace_for_content	method	defined	0	-
manimlib.mobject.svg.text_mobject	MarkupText.replace_for_matching	method	defined	0	-
manimlib.mobject.svg.text_mobject	MarkupText.set_color_by_text	method	defined	0	-
manimlib.mobject.svg.text_mobject	MarkupText.set_color_by_text_to_color_map	method	defined	0	-
manimlib.mobject.svg.text_mobject	MarkupText.unescape_markup_char	method	defined	0	-
manimlib.mobject.svg.text_mobject	Text	class	defined	1	MarkupText
manimlib.mobject.svg.text_mobject	Text.__init__	method	defined	0	-
manimlib.mobject.svg.text_mobject	Text.get_command_flag	method	defined	0	-
manimlib.mobject.svg.text_mobject	Text.get_command_matches	method	defined	0	-
manimlib.mobject.svg.text_mobject	Text.replace_for_content	method	defined	0	-
manimlib.mobject.svg.text_mobject	Text.replace_for_matching	method	defined	0	-
manimlib.mobject.svg.text_mobject	_Alignment	class	defined	0	-
manimlib.mobject.svg.text_mobject	_Alignment.VAL_DICT	attribute	defined	0	{'LEFT': 0, 'CENTER': 1, 'RIGHT': 2}
manimlib.mobject.svg.text_mobject	_Alignment.__init__	method	defined	0	-
manimlib.mobject.svg.text_mobject	contextmanager	leaked_import	contextlib	1	-
manimlib.mobject.svg.text_mobject	get_text_mob_scale_factor	function	defined	1	-
manimlib.mobject.svg.text_mobject	manimpango	leaked_import	manimpango	1	-
manimlib.mobject.svg.text_mobject	markup_to_svg	function	defined	1	-
manimlib.mobject.svg.text_mobject	pygments	leaked_import	pygments.lexers	1	-
manimlib.mobject.svg.text_mobject	register_font	function	defined	1	-
manimlib.mobject.svg.text_mobject	tempfile	leaked_import	tempfile	1	-
manimlib.mobject.three_dimensions	Cone	class	defined	1	Cylinder
manimlib.mobject.three_dimensions	Cone.__init__	method	defined	0	-
manimlib.mobject.three_dimensions	Cone.uv_func	method	defined	0	-
manimlib.mobject.three_dimensions	Cube	class	defined	1	SGroup
manimlib.mobject.three_dimensions	Cube.__init__	method	defined	0	-
manimlib.mobject.three_dimensions	Cylinder	class	defined	1	Surface
manimlib.mobject.three_dimensions	Cylinder.__init__	method	defined	0	-
manimlib.mobject.three_dimensions	Cylinder.init_points	method	defined	0	-
manimlib.mobject.three_dimensions	Cylinder.uv_func	method	defined	0	-
manimlib.mobject.three_dimensions	Disk3D	class	defined	1	Surface
manimlib.mobject.three_dimensions	Disk3D.__init__	method	defined	0	-
manimlib.mobject.three_dimensions	Disk3D.uv_func	method	defined	0	-
manimlib.mobject.three_dimensions	Dodecahedron	class	defined	1	VGroup3D
manimlib.mobject.three_dimensions	Dodecahedron.__init__	method	defined	0	-
manimlib.mobject.three_dimensions	Line3D	class	defined	1	Cylinder
manimlib.mobject.three_dimensions	Line3D.__init__	method	defined	0	-
manimlib.mobject.three_dimensions	Prism	class	defined	1	Cube
manimlib.mobject.three_dimensions	Prism.__init__	method	defined	0	-
manimlib.mobject.three_dimensions	Prismify	class	defined	1	VGroup3D
manimlib.mobject.three_dimensions	Prismify.__init__	method	defined	0	-
manimlib.mobject.three_dimensions	Sphere	class	defined	1	Surface
manimlib.mobject.three_dimensions	Sphere.__init__	method	defined	0	-
manimlib.mobject.three_dimensions	Sphere.uv_func	method	defined	0	-
manimlib.mobject.three_dimensions	Square3D	class	defined	1	Surface
manimlib.mobject.three_dimensions	Square3D.__init__	method	defined	0	-
manimlib.mobject.three_dimensions	Square3D.uv_func	method	defined	0	-
manimlib.mobject.three_dimensions	SurfaceMesh	class	defined	1	VGroup
manimlib.mobject.three_dimensions	SurfaceMesh.__init__	method	defined	0	-
manimlib.mobject.three_dimensions	SurfaceMesh.init_points	method	defined	0	-
manimlib.mobject.three_dimensions	Torus	class	defined	1	Surface
manimlib.mobject.three_dimensions	Torus.__init__	method	defined	0	-
manimlib.mobject.three_dimensions	Torus.uv_func	method	defined	0	-
manimlib.mobject.three_dimensions	VCube	class	defined	1	VGroup3D
manimlib.mobject.three_dimensions	VCube.__init__	method	defined	0	-
manimlib.mobject.three_dimensions	VGroup3D	class	defined	1	VGroup
manimlib.mobject.three_dimensions	VGroup3D.__init__	method	defined	0	-
manimlib.mobject.three_dimensions	VPrism	class	defined	1	VCube
manimlib.mobject.three_dimensions	VPrism.__init__	method	defined	0	-
manimlib.mobject.three_dimensions	square_to_cube_faces	function	defined	1	-
manimlib.mobject.types.dot_cloud	DEFAULT_BUFF_RATIO	constant	defined	1	0.5
manimlib.mobject.types.dot_cloud	DEFAULT_DOT_RADIUS	constant	defined	1	0.05
manimlib.mobject.types.dot_cloud	DEFAULT_GLOW_DOT_RADIUS	constant	defined	1	0.2
manimlib.mobject.types.dot_cloud	DEFAULT_GRID_HEIGHT	constant	defined	1	6
manimlib.mobject.types.dot_cloud	DotCloud	class	defined	1	PMobject
manimlib.mobject.types.dot_cloud	DotCloud.__init__	method	defined	0	-
manimlib.mobject.types.dot_cloud	DotCloud.compute_bounding_box	method	defined	0	-
manimlib.mobject.types.dot_cloud	DotCloud.data_dtype	attribute	defined	0	[('point', np.float32, (3,)), ('radius', np.float32, (1,)), ('rgba', np.float32, (4,))]
manimlib.mobject.types.dot_cloud	DotCloud.get_glow_factor	method	defined	0	-
manimlib.mobject.types.dot_cloud	DotCloud.get_radii	method	defined	0	-
manimlib.mobject.types.dot_cloud	DotCloud.get_radius	method	defined	0	-
manimlib.mobject.types.dot_cloud	DotCloud.init_uniforms	method	defined	0	-
manimlib.mobject.types.dot_cloud	DotCloud.make_3d	method	defined	0	-
manimlib.mobject.types.dot_cloud	DotCloud.render_primitive	attribute	defined	0	moderngl.POINTS
manimlib.mobject.types.dot_cloud	DotCloud.scale	method	defined	0	-
manimlib.mobject.types.dot_cloud	DotCloud.scale_radii	method	defined	0	-
manimlib.mobject.types.dot_cloud	DotCloud.set_glow_factor	method	defined	0	-
manimlib.mobject.types.dot_cloud	DotCloud.set_radii	method	defined	0	-
manimlib.mobject.types.dot_cloud	DotCloud.set_radius	method	defined	0	-
manimlib.mobject.types.dot_cloud	DotCloud.shader_folder	attribute	defined	0	'true_dot'
manimlib.mobject.types.dot_cloud	DotCloud.to_grid	method	defined	0	-
manimlib.mobject.types.dot_cloud	GlowDot	class	defined	1	GlowDots
manimlib.mobject.types.dot_cloud	GlowDot.__init__	method	defined	0	-
manimlib.mobject.types.dot_cloud	GlowDots	class	defined	1	DotCloud
manimlib.mobject.types.dot_cloud	GlowDots.__init__	method	defined	0	-
manimlib.mobject.types.dot_cloud	TrueDot	class	defined	1	DotCloud
manimlib.mobject.types.dot_cloud	TrueDot.__init__	method	defined	0	-
manimlib.mobject.types.image_mobject	ImageMobject	class	defined	1	Mobject
manimlib.mobject.types.image_mobject	ImageMobject.__init__	method	defined	0	-
manimlib.mobject.types.image_mobject	ImageMobject.data_dtype	attribute	defined	0	[('point', np.float32, (3,)), ('im_coords', np.float32, (2,)), ('opacity', np.float32, (1,))]
manimlib.mobject.types.image_mobject	ImageMobject.init_data	method	defined	0	-
manimlib.mobject.types.image_mobject	ImageMobject.init_points	method	defined	0	-
manimlib.mobject.types.image_mobject	ImageMobject.point_to_rgb	method	defined	0	-
manimlib.mobject.types.image_mobject	ImageMobject.render_primitive	attribute	defined	0	moderngl.TRIANGLES
manimlib.mobject.types.image_mobject	ImageMobject.set_color	method	defined	0	-
manimlib.mobject.types.image_mobject	ImageMobject.set_opacity	method	defined	0	-
manimlib.mobject.types.image_mobject	ImageMobject.shader_folder	attribute	defined	0	'image'
manimlib.mobject.types.point_cloud_mobject	PGroup	class	defined	1	PMobject
manimlib.mobject.types.point_cloud_mobject	PGroup.__init__	method	defined	0	-
manimlib.mobject.types.point_cloud_mobject	PMobject	class	defined	1	Mobject
manimlib.mobject.types.point_cloud_mobject	PMobject.add_point	method	defined	0	-
manimlib.mobject.types.point_cloud_mobject	PMobject.add_points	method	defined	0	-
manimlib.mobject.types.point_cloud_mobject	PMobject.filter_out	method	defined	0	-
manimlib.mobject.types.point_cloud_mobject	PMobject.ingest_submobjects	method	defined	0	-
manimlib.mobject.types.point_cloud_mobject	PMobject.match_colors	method	defined	0	-
manimlib.mobject.types.point_cloud_mobject	PMobject.point_from_proportion	method	defined	0	-
manimlib.mobject.types.point_cloud_mobject	PMobject.pointwise_become_partial	method	defined	0	-
manimlib.mobject.types.point_cloud_mobject	PMobject.set_color_by_gradient	method	defined	0	-
manimlib.mobject.types.point_cloud_mobject	PMobject.set_points	method	defined	0	-
manimlib.mobject.types.point_cloud_mobject	PMobject.sort_points	method	defined	0	-
manimlib.mobject.types.surface	ParametricSurface	class	defined	1	Surface
manimlib.mobject.types.surface	ParametricSurface.__init__	method	defined	0	-
manimlib.mobject.types.surface	ParametricSurface.uv_func	method	defined	0	-
manimlib.mobject.types.surface	SGroup	class	defined	1	Surface
manimlib.mobject.types.surface	SGroup.__init__	method	defined	0	-
manimlib.mobject.types.surface	SGroup.init_points	method	defined	0	-
manimlib.mobject.types.surface	Surface	class	defined	1	Mobject
manimlib.mobject.types.surface	Surface.__init__	method	defined	0	-
manimlib.mobject.types.surface	Surface.always_sort_to_camera	method	defined	0	-
manimlib.mobject.types.surface	Surface.apply_points_function	method	defined	0	-
manimlib.mobject.types.surface	Surface.color_by_uv_function	method	defined	0	-
manimlib.mobject.types.surface	Surface.compute_triangle_indices	method	defined	0	-
manimlib.mobject.types.surface	Surface.data_dtype	attribute	defined	0	np.dtype([('point', np.float32, (3,)), ('d_normal_point', np.float32, (3,)), ('rgba', np.float32, (4,))])
manimlib.mobject.types.surface	Surface.get_partial_points_array	method	defined	0	-
manimlib.mobject.types.surface	Surface.get_shader_vert_indices	method	defined	0	-
manimlib.mobject.types.surface	Surface.get_triangle_indices	method	defined	0	-
manimlib.mobject.types.surface	Surface.get_unit_normals	method	defined	0	-
manimlib.mobject.types.surface	Surface.get_uv_grid	method	defined	0	-
manimlib.mobject.types.surface	Surface.init_points	method	defined	0	-
manimlib.mobject.types.surface	Surface.pointlike_data_keys	attribute	defined	0	['point', 'd_normal_point']
manimlib.mobject.types.surface	Surface.pointwise_become_partial	method	defined	0	-
manimlib.mobject.types.surface	Surface.render_primitive	attribute	defined	0	moderngl.TRIANGLES
manimlib.mobject.types.surface	Surface.shader_folder	attribute	defined	0	'surface'
manimlib.mobject.types.surface	Surface.sort_faces_back_to_front	method	defined	0	-
manimlib.mobject.types.surface	Surface.uv_func	method	defined	0	-
manimlib.mobject.types.surface	Surface.uv_to_point	method	defined	0	-
manimlib.mobject.types.surface	TexturedGeometry	class	defined	1	TexturedSurface
manimlib.mobject.types.surface	TexturedGeometry.__init__	method	defined	0	-
manimlib.mobject.types.surface	TexturedGeometry.init_points	method	defined	0	-
manimlib.mobject.types.surface	TexturedSurface	class	defined	1	Surface
manimlib.mobject.types.surface	TexturedSurface.__init__	method	defined	0	-
manimlib.mobject.types.surface	TexturedSurface.data_dtype	attribute	defined	0	[('point', np.float32, (3,)), ('d_normal_point', np.float32, (3,)), ('im_coords', np.float32, (2,)), ('opacity', np.float32, (1,))]
manimlib.mobject.types.surface	TexturedSurface.init_points	method	defined	0	-
manimlib.mobject.types.surface	TexturedSurface.init_uniforms	method	defined	0	-
manimlib.mobject.types.surface	TexturedSurface.pointwise_become_partial	method	defined	0	-
manimlib.mobject.types.surface	TexturedSurface.set_color	method	defined	0	-
manimlib.mobject.types.surface	TexturedSurface.set_image_coords_by_uv_func	method	defined	0	-
manimlib.mobject.types.surface	TexturedSurface.set_opacity	method	defined	0	-
manimlib.mobject.types.surface	TexturedSurface.shader_folder	attribute	defined	0	'textured_surface'
manimlib.mobject.types.surface	ThreeDModel	class	defined	1	Group
manimlib.mobject.types.surface	ThreeDModel.__init__	method	defined	0	-
manimlib.mobject.types.surface	ThreeDModel.get_textures_from_mtl	method	defined	0	-
manimlib.mobject.types.surface	logging	leaked_import	logging	1	-
manimlib.mobject.types.surface	pywavefront	leaked_import	pywavefront	1	-
manimlib.mobject.types.surface	trimesh	leaked_import	trimesh	1	-
manimlib.mobject.types.vectorized_mobject	CurvesAsSubmobjects	class	defined	1	VGroup
manimlib.mobject.types.vectorized_mobject	CurvesAsSubmobjects.__init__	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	DashedVMobject	class	defined	1	VMobject
manimlib.mobject.types.vectorized_mobject	DashedVMobject.__init__	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	SubVmobjectType	constant	defined	1	TypeVar('SubVmobjectType', bound='VMobject')
manimlib.mobject.types.vectorized_mobject	VGroup	class	defined	1	Group,VMobject,Generic[SubVmobjectType]
manimlib.mobject.types.vectorized_mobject	VGroup.__init__	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VHighlight	class	defined	1	VGroup
manimlib.mobject.types.vectorized_mobject	VHighlight.__init__	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject	class	defined	1	Mobject
manimlib.mobject.types.vectorized_mobject	VMobject.__init__	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.add	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.add_arc_to	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.add_cubic_bezier_curve	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.add_cubic_bezier_curve_to	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.add_line_to	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.add_points_as_corners	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.add_quadratic_bezier_curve_to	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.add_smooth_cubic_curve_to	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.add_smooth_curve_to	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.add_subpath	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.align_points	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.append_points	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.append_vectorized_mobject	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.apply_depth_test	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.apply_function	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.apply_matrix	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.change_anchor_mode	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.close_path	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.consider_points_equal	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.curve_and_prop_of_partial_point	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.data_dtype	attribute	defined	0	np.dtype([('point', np.float32, (3,)), ('stroke_rgba', np.float32, (4,)), ('stroke_width', np.float32, (1,)), ('joint_angle', np.float32, (1,)), ('fill_rgba', np.float32, (4,)), ('base_normal', np.float32, (3,)), ('fill_border_width', np.float32, (1,))])
manimlib.mobject.types.vectorized_mobject	VMobject.deactivate_depth_test	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.ensure_positive_orientation	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.fade	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_anchors	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_anchors_and_handles	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_anti_alias_width	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_arc_length	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_area_vector	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_bezier_tuples	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_bezier_tuples_from_points	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_color	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_end_anchors	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_fill_color	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_fill_colors	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_fill_opacities	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_fill_opacity	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_flat_stroke	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_group_class	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_joint_angles	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_joint_type	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_last_point	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_nth_curve_function	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_nth_curve_points	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_num_curves	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_opacity	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_outer_vert_indices	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_points_without_null_curves	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_reflection_of_last_handle	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_scale_stroke_with_zoom	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_shader_data	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_shader_vert_indices	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_start_anchors	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_stroke_color	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_stroke_colors	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_stroke_opacities	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_stroke_opacity	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_stroke_width	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_stroke_widths	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_style	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_subcurve	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_subpath_end_indices	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_subpath_end_indices_from_points	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_subpaths	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_subpaths_from_points	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_triangulation	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.get_unit_normal	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.has_fill	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.has_new_path_started	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.has_stroke	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.init_colors	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.init_shader_wrapper	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.init_uniforms	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.insert_n_curves	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.insert_n_curves_to_point_list	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.is_closed	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.is_smooth	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.joint_type_map	attribute	defined	0	{'no_joint': 0, 'auto': 1, 'bevel': 2, 'miter': 3}
manimlib.mobject.types.vectorized_mobject	VMobject.lock_matching_data	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.make_approximately_smooth	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.make_jagged	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.make_smooth	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.make_smooth_after_applying_functions	attribute	defined	0	False
manimlib.mobject.types.vectorized_mobject	VMobject.match_style	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.point_from_proportion	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.pointwise_become_partial	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.pre_function_handle_to_anchor_scale_factor	attribute	defined	0	0.01
manimlib.mobject.types.vectorized_mobject	VMobject.quick_point_from_proportion	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.refresh_joint_angles	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.refresh_shader_wrapper_id	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.refresh_unit_normal	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.replace_shader_code	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.reverse_points	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.rotate	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.rotate	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.set_anchors_and_handles	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.set_animating_status	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.set_anti_alias_width	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.set_backstroke	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.set_color	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.set_color_by_code	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.set_color_by_proportion	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.set_data	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.set_fill	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.set_flat_stroke	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.set_joint_type	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.set_opacity	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.set_points	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.set_points_as_corners	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.set_points_smoothly	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.set_scale_stroke_with_zoom	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.set_stroke	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.set_style	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.start_new_path	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.stretch	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.subdivide_curves_by_condition	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.subdivide_intersections	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.subdivide_sharp_curves	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.tolerance_for_point_equality	attribute	defined	0	1e-08
manimlib.mobject.types.vectorized_mobject	VMobject.triggers_refresh	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VMobject.use_winding_fill	method	defined	0	-
manimlib.mobject.types.vectorized_mobject	VectorizedPoint	class	defined	1	Point,VMobject
manimlib.mobject.types.vectorized_mobject	VectorizedPoint.__init__	method	defined	0	-
manimlib.mobject.value_tracker	ComplexValueTracker	class	defined	1	ValueTracker
manimlib.mobject.value_tracker	ComplexValueTracker.value_type	attribute	defined	0	np.complex128
manimlib.mobject.value_tracker	ExponentialValueTracker	class	defined	1	ValueTracker
manimlib.mobject.value_tracker	ExponentialValueTracker.get_value	method	defined	0	-
manimlib.mobject.value_tracker	ExponentialValueTracker.set_value	method	defined	0	-
manimlib.mobject.value_tracker	ValueTracker	class	defined	1	Mobject
manimlib.mobject.value_tracker	ValueTracker.__init__	method	defined	0	-
manimlib.mobject.value_tracker	ValueTracker.get_value	method	defined	0	-
manimlib.mobject.value_tracker	ValueTracker.increment_value	method	defined	0	-
manimlib.mobject.value_tracker	ValueTracker.init_uniforms	method	defined	0	-
manimlib.mobject.value_tracker	ValueTracker.set_value	method	defined	0	-
manimlib.mobject.value_tracker	ValueTracker.value_type	attribute	defined	0	np.float64
manimlib.mobject.vector_field	AnimatedStreamLines	class	defined	1	VGroup
manimlib.mobject.vector_field	AnimatedStreamLines.__init__	method	defined	0	-
manimlib.mobject.vector_field	AnimatedStreamLines.update	method	defined	0	-
manimlib.mobject.vector_field	StreamLines	class	defined	1	VGroup
manimlib.mobject.vector_field	StreamLines.__init__	method	defined	0	-
manimlib.mobject.vector_field	StreamLines.draw_lines	method	defined	0	-
manimlib.mobject.vector_field	StreamLines.get_sample_coords	method	defined	0	-
